title,price,review_count,review_avg
"
Acer Aspire A315-51-52N6 Intel Core i5-7200U/12GB/1TB+128GB SSD/15.6""
",669.0,28,4.3
"
Acer Nitro 5 AN515-52-53ED Intel Core i5-8300H/8GB/1TB+128GB SSD/GTX1050/15.6""
",899.0,20,4.1
"
MSI GS65 Stealth 8SE-038ES Intel Core i7-8750H/16GB/512GB SSD/RTX 2060/15.6""
",1699.0,4,5.0
"
HP 240 G6 Intel Celeron N4000/4GB/500GB/14""
",269.0,1,1.0
"
Apple MacBook Pro Intel Core i5/8GB/128GB/13"" Gris Espacial
",1229.0,57,4.7
"
Asus TUF Gaming FX705DD-AU026 AMD Ryzen 5-3550H/8GB/256GB SSD/GTX 1050/17.3""
",799.0,1,5.0
"
Asus VivoBook 15 R505ZA-BR675 Ryzen 5 2500U/8GB/256GB SSD/15.6""
",549.0,27,4.2
"
Lenovo Yoga 530-14ARR AMD Ryzen 3 2200U/4GB/128GB SSD/14"" Táctil
",599.0,29,4.0
"
MSI GE63 Raider RGB 8SF-030ES Intel Core i7-8750H/16GB/1TB + 256GB SSD/RTX 2070/15.6""
",1699.0,1,3.0
"
MSI GP63 Leopard 8RE-675ES Intel Core i7-8750H/16GB/1TB+256SSD/GTX 1060/15.6""
",1299.0,10,4.5
"
MSI PS42 Modern 8RC-088ES Intel Core i7-8550U/16GB/1TB SSD/GTX 1050/14""
",1299.0,4,5.0
"
MSI P65 Creator 8SE-241ES Intel Core i7-8750H/32GB/1TB SSD/RTX 2060/15.6""
",2099.0,2,5.0
"
Portátil Xiaomi Mi Air 13.3"" Reacondicionado
",699.0,46,4.4
"
MSI GE75 Raider 8SF-031ES Intel Core i7-8750H/16GB/512GB SSD + 1TB/RTX 2070/17.3""
",1999.0,13,4.5
"
MSI GL63 8SE-026XES Intel Core i7-8750H/16GB/256GB SSD + 1TB/RTX 2060/15.6""
",1599.0,43,4.7
"
MSI GS65 Stealth 8SG-031ES Intel Core i7-8750H/32GB/512GB SSD/RTX 2080/15.6""
",2389.0,1,5.0
"
MSI P65 Creator 9SF-1017ES Intel Core i9-9880H/64GB/2TB SSD/RTX 2070/15.6""
",3689.0,1,4.0
"
MSI GE75 Raider 9SG-407ES Intel Core i7-9750H/32GB/1TB SSD/RTX 2080/17.3""
",2999.0,1,5.0
"
MSI P65 8RF-445ES Edición Limitada Intel Core i7-8750H/16GB/512GB SSD/GTX 1070/15.6""
",2179.0,12,4.6
"
Acer Swift 3 SF314-52G-50B3 Intel Core i5-8250U/256GB SSD/MX150/14""
",849.0,13,4.2
"
MSI P65 Creator 9SE-407ES Intel Core i7-9750H/32GB/1TB SSD/RTX 2060/15.6""
",2389.0,6,5.0
"
Apple MacBook Pro Intel Core i5 1.4GHz/8GB/256GB SSD/13.3"" Gris Espacial
",1599.0,1,5.0
"
Apple MacBook Air Intel Core i5/8GB/256GB SSD/13.3"" Plata
",1349.0,1,5.0
"
MSI GL63 8RD-643XES Intel Core i7-8750H/8GB/1TB+256GB SSD/GTX 1050Ti/15.6""
",949.0,8,4.0
"
MSI GT76 Titan DT 9SG-014ES Intel Core i9-9900K/128GB/2TB SSD/RTX 2080/17.3""
",5299.0,2,4.5
"
MSI GS73 Stealth 8RD-006XES Intel Core i7-8750H/16GB/1TB+256GB SSD/GTX 1050Ti/17.3""
",1199.0,1,4.0
"
Lenovo ideapad 720S-13IKB Intel Core i5-8250U/8GB/256GB SSD/13.3"" Gris
",999.0,9,4.8
"
Huawei Matebook Intel Core i7-8565U/8GB/512GB SSD/13""
",1199.0,1,5.0
"
MSI GS65 Stealth 9SG-453ES Intel Core i7-9750H/32GB/2TB SSD/RTX 2080/15.6""
",3499.0,1,5.0
"
Asus ZenBook UX333FA-A3070T Intel Core i5-8265U/8GB/256GB SSD/13.3""
",898.0,1,4.0
"
MSI GF63 8RD-291XES Intel Core i7-8750H/8GB/1TB+512GB SSD/GTX 1050 Ti/15.6""
",1049.0,13,4.6
"
MSI P65 Creator 8SF-240ES Intel Core i7-8750H/32GB/1TB SSD/RTX 2070/15.6""
",2299.0,2,5.0
"
Apple MacBook Air Intel Core i5/8GB/256GB SSD/13.3"" Oro
",1349.0,1,5.0
"
PS63 Modern 8RC-013ES Intel Core i7-8565U/16GB/512GB SSD/GTX 1050/15.6""
",1567.0,23,4.9
"
MSI GP63 Leopard 8RE-684XES Intel Core i7-8750H/16GB/1TB SSD/GTX 1060/15.6""
",1399.0,4,4.8
"
MSI GE75 Raider 8RE-013ES Intel Core i7-8750H/16GB/1TB+512SSD/GTX1060/17.3""
",1539.0,4,4.5
"
MSI P65 8RD-007ES Intel Core i7-8750H/16GB/512GB SSD/GTX 1050Ti/15.6""
",1411.0,12,4.7
"
MSI GT63 Titan 8SG-003ES Intel Core i7-8750H/32GB/1TB + 512GB SSD/RTX 2080/15.6""
",2499.0,1,5.0
"
MSI GS63 Stealth 8RE-060ES Intel Core i7-8750H/16GB/1TB+256SSD/GTX1060/15.6""
",1449.0,5,4.8
"
MSI P65 Creator 8RD-094ES Intel Core i7-8750H/16GB/512GB SSD/GTX 1050Ti/15.6""
",1639.0,2,4.5
"
Apple MacBook Pro Intel Core i5 2.4GHz/8GB/256GB SSD/13.3"" Gris Espacial
",1759.0,1,5.0
"
Medion Akoya E4271 Intel Celeron N4000/4GB/64GB/14"" Táctil
",381.0,8,4.2
"
Asus K540UB-GQ850T Intel Core i7-8550U/8GB/256GB SSD/MX110/15.6""
",699.0,1,5.0
"
HP Pavilion Gaming 15-CX0053NS Intel Core i5-8300H/8GB/1TB/GTX 1050Ti/15.6""
",799.0,22,4.0
"
MSI GT63 Titan 9SF-038ES Intel Core i7-9750H/32GB/512GB SSD + 1TB/RTX 2070/15.6""
",2699.0,1,5.0
"
MSI GS75 Stealth 9SG-267ES Intel Core i7-9750H/32GB/2TB SSD/RTX 2080/17.3""
",3349.0,1,5.0
"
Lenovo V145-15AST AMD A4-9125/4GB/500GB/15.6""
",260.0,7,4.1
"
Medion Akoya E4251 MD 61202 Intel Celeron N4000/4GB/64GB/14""
",299.0,19,4.2
"
Asus Vivobook Pro N580GD-E4189T Intel Core i7-8750H/8GB/1TB+16GB Intel Optane/GTX1050/15.6""
",899.0,1,5.0
"
MSI GE75 Raider 8SF-032ES Intel Core i7-8750H/16GB/256GB SSD + 1TB/RTX 2070/17.3""
",1999.0,4,4.5
"
Lenovo Legion Y530-15ICH Intel Core i7-8750H/16GB/1TB + 256GB SSD/GTX1060/15.6""
",1599.0,6,4.3
"
MSI GE75 Raider 9SE-409ES Intel Core i7-9750H/16GB/1TB SSD/RTX 2060/17.3""
",1999.0,1,5.0
"
MSI GS65 Stealth 8SF-036ES Intel Core i7-8750H/16GB/512GB SSD/RTX 2070/15.6""
",1899.0,2,4.5
"
Gigabyte Aero 15-WA-7ES0250P Intel Core i7-9750H/16GB/512GB SSD/RTX 2060/15.6""
",1899.0,3,4.7
"
HP OMEN 17-AN112NS Intel Core i7-8750H/16GB/1TB+512 GB SSD/GTX 1050Ti/17.3""
",1249.0,56,4.7
"
MSI PE62 8RC-009XES Intel Core i7-8750H/8GB/1TB+256GB SSD/GTX 1050/15.6""
",898.0,1,5.0
"
Gigabyte Aero 15-X9-7ES4210P Intel Core i7-8750H/32GB/1TB SSD/RTX2070Q/15.6""
",2749.0,1,5.0
"
MSI GT76 Titan DT 9SF-009ES Intel Core i7-9700K/64GB/2TB SSD/RTX 2070/17.3""
",3749.0,1,4.0
"
MSI GL73 8RD-291XES Intel Core i7-8750H/16GB/1TB+512GB SSD/GTX 1050Ti/17.3""
",1239.0,25,4.6
"
MSI GE63 Raider RGB 8SG-029E Intel Core i7-8750H/16GB/1TB + 512GB SSD/RTX 2080/15.6""
",2189.0,2,5.0
"
Asus ZenBook 14 UX480FD-BE012T Intel Core i7-8565U/16GB/512GB SSD/GTX 1050/ 14"" 
",1399.0,1,3.0
"
MSI WE63 8SJ-622ES Intel Core i7-8750H/16GB/256GB SSD+1TB/P2000/15.6""
",1699.0,1,4.0
"
Acer Aspire 7 A717-72G-7600 Intel Core i7-8750H/8GB/1TB/GF GTX1050/17.3""
",899.0,7,4.6
"
Lenovo Legion Y530-15ICH Intel Core i7-8750H/16GB/1TB + 256GB SSD/GTX1050/15.6""
",1399.0,6,4.7
"
MSI P75 Creator 9SF-298ES Intel Core i9-9880H/32GB/1TB SSD/RTX 2070/17.3""
",2999.0,1,4.0
"
Asus G703GXR-EV005T Intel Core i7-9750H/32GB/1TB SSD/RTX 2080/17.3""
",2999.0,1,5.0
"
Lenovo Ideapad 720S-13IKB Intel Core i7-7500U/8GB/512GB SSD/13.3"" Gris Metálico
",1239.0,8,4.1
"
MSI WS63 8SJ-061XES Intel Core i7-8750H/16GB/256GB SSD+1TB/P2000/15.6""
",1559.0,1,5.0
"
HP OMEN 17-AN100NS Intel Core i7-8750H/16GB/1TB+16GB SSD/GTX 1070/17.3""
",1499.0,12,4.6
"
Apple MacBook Pro Intel Core i5/8GB/512GB SSD/13"" Plata
",1999.0,2,5.0
"
Apple MacBook Pro Intel Core i5/8GB/512GB SSD/13"" Gris Espacial
",1999.0,8,4.8
"
Medion Akoya S4401 Intel Core i5-8250U/8GB/256GB/14"" Táctil
",689.0,5,4.0
"
Gigabyte AERO 15 OLED YA-7ES5450SP Intel Core i7-9750H/32GB/1TB SSD/RTX 2080/15.6""
",3199.0,1,5.0
"
MSI GT75 Titan 9SG-286ES Intel Core i9-9980HK/64GB/2TB SSD/RTX 2080/17.3""
",4499.0,1,5.0
"
Huawei Matebook D Intel Core i5-8250U/8GB/256GB SSD/14""
",879.0,4,3.5
"
MSI WE73 8SJ-279ES Intel Core i7-8750H/16GB/256GB SSD+1TB/P2000/17.3""
",1669.0,2,4.0
"
MSI WS63 8SL-013ES Vpro Intel Core i7-8850H/32GB/512GB SSD+1TB/P4200/15.6""
",3249.0,3,4.0
"
Lenovo Ideapad 520S-14IKB Intel Core i7-8550U/8GB/256GB SSD/14"" Dorado
",849.0,3,4.7
"
Gigabyte Aorus 15-X9-7ES0252W Intel Core i7-8750H/16GB/512GB SSD+2TB/RTX2070Q/15.6""
",2079.0,2,5.0
"
HP OMEN 17-AN104NS Intel Core i7-8750H/16GB/1TB+256 GB SSD/GTX 1050/17.3""
",1289.0,9,4.7
"
Portátil Lenovo IdeaPad 720S-13IKB Intel Core i5-7200U/8GB/256GB SSD/13.3"" Plata
",999.0,2,4.5
"
Acer Swift 5 SF515-51T-52YA Intel Core i5-8265U/8GB/256GB SSD/15.6"" Táctil
",999.0,7,4.6
"
HP OMEN 15-DC0000NS Intel Core i7-8750H/16GB/1TB+256GB SSD/GTX 1060/15.6""
",1329.0,91,4.4
"
MSI WS63 8SK-008ES Vpro Intel Core i7-8850H/32GB/512GB SSD+1TB/P3200/15.6""
",2549.0,3,4.0
"
Gigabyte Sabre 15-G Intel Core i7-8750H/16GB/1TB/GTX1050/15.6""
",959.0,2,5.0
"
Acer Aspire A315-51-38LS Intel Core i3-7020U/4GB/128GB SSD/15.6""
",399.0,2,4.5
"
MSI GF75 Thin 8RC-012ES Intel Core i7-8750H/16GB/1TB+512SSD/GTX1050/17.3""
",1249.0,1,5.0
"
Asus GL704GM-EV009 Intel Core i7-8750H/16GB/1TB+256GB SSD/GTX1060/17.3""
",1599.0,3,5.0
"
MSI GF72 8RE-016ES Intel Core i7-8750H/16GB/1TB+256SSD/GTX1060/17.3""
",1549.0,1,5.0
"
MSI WS75 9TK-610ES Intel Core i7-9750/32GB/1TB SSD/RTX3000/17.3""
",2799.0,1,5.0
"
MSI GS65 Stealth 8SG-029ES Intel Core i7-8750H/32GB/1TB SSD/RTX 2080/15.6""
",2699.0,1,5.0
"
MSI GS63 Stealth 8RD-060ES Intel Core i7-8750H/16GB/1TB+512SSD/GTX1050Ti/15.6""
",1349.0,1,2.0
"
Apple MacBook Pro Intel Core i5/8GB/128GB/13"" Plateado
",1249.0,18,4.4
"
HP Notebook 15-DA0086NS Intel Core i7-8550U/8GB/256GB SSD/MX 130/15.6""
",709.0,1,5.0
"
Portátil Lenovo Yoga 920-13IKB Intel i5-8250U/8GB/256GB SSD/13.9"" Táctil
",1049.0,3,4.3
"
Apple MacBook Pro Intel Core i5/8GB/256GB/13"" Gris Espacial
",1589.0,21,4.8
"
Huawei Matebook D Intel Core i3-8130U/8GB/256GB SSD/15.6""
",679.0,2,4.5
"
MSI GF62 8RE-063XES Intel Core i7-8750H/16GB/1TB+256SSD/GTX1060/15.6""
",1349.0,21,4.7
"
MSI GF75 Thin 8RD-011ES Intel Core i7-8750H/16GB/1TB+512SSD/GTX1050Ti/17.3""
",1299.0,1,5.0
"
MSI WS65 8SK-489ES Intel Core i7-8750H/32GB/1TB SSD/P3200/15.6""
",2499.0,2,5.0
"
Gigabyte Aero 15-XA-7ES5250P Intel Core i7-9750H/16GB/512GB SSD/RTX 2070Q/15.6""
",2599.0,1,5.0
"
Gigabyte Aero 15-W9-7SP0350P Intel Core i7-8750H/16GB/512GB SSD/RTX2060/15.6""
",1999.0,5,5.0
"
HP OMEN 17-AN007NS Intel Core i7-7700HQ/16GB/1TB+256SSD/GTX 1070/17.3""
",1699.0,9,4.6
"
MSI GF63 8RC-041ES Intel Core i7-8750H/16GB/1TB+256GB SSD/GTX 1050/15.6"" 
",1269.0,2,4.5
"
Portátil MSI GS63 Stealth 8RE-012XES Intel Core i7-8750H/16GB/1TB+256SSD/GTX1060/15.6""
",1469.0,16,4.4
"
MSI P75 Creator 9SE-285ES Intel Core i7-9750H/32GB/1TB SSD/RTX 2060/17.3""
",2249.0,3,4.7
"
MSI PS42 Modern 8MO-232XES Intel Core i7-8565U/16GB/1TB SSD/14""
",1099.0,2,4.5
"
MSI WS65 8SK-490ES Intel Core i7-8750H/16GB/512GB SSD/P3200/15.6""
",2079.0,1,2.0
"
Apple MacBook Air Intel Core i5 1.6GHz/8GB/256GB SSD/13.3"" Retina Plata
",1449.0,4,5.0
"
Asus VivoBook S512DA-BR097T AMD Ryzen R5 3500U/8GB/256GB SSD/15.6""
",649.0,1,4.0
"
Gigabyte Aorus 15-W9-7ES0252W Intel Core i7-8750H/16GB/512GB SSD+2TB/RTX2060/15.6""
",2099.0,1,5.0
"
Huawei Matebook X Pro Intel Core i7-8550U/8GB/512GB SSD/MX150/13.9"" Táctil
",1699.0,3,5.0
"
Medion Erazer P6705 Intel Core i7-8750H/8GB/1TB+256GB SSD/GTX1050Ti/15.6""
",969.0,1,5.0
"
Microsoft Surface Book 2 Intel Core i7-8650U/16GB/1TB/GTX1050/13.5"" Táctil
",2899.0,2,3.0
"
MSI GL63 8RD-642XES Intel Core i7-8750H/16GB/1TB+512GB SSD/GTX 1050Ti/15.6""
",1219.0,41,4.6
"
MSI WT75 9SK-098ES Intel Core i7-9700/64GB/1TB SSD/P3200/17.3""
",3299.0,1,5.0
"
Portátil Gaming Gigabyte Aero 15X V8 Intel Core i7-8750/16GB/512GB SSD/GTX1070/15.6""
",1999.0,24,4.8
"
Asus Rog Strix G531GU-AL008T Intel Core i7-9750H/16GB/1TB+256GB SSD/GTX1660Ti/15.6""
",1559.0,1,4.0
"
MSI GP63 8RD-638ES Leopard Intel Core i7-8750H/16GB/1TB+256GB SSD/GTX 1050Ti/15.6""
",1249.0,43,4.3
"
Asus S510UA-BR409T Intel Core i5-8250U/8GB/256SSD/15.6""
",689.0,6,4.2
"
HP OMEN 15-DC0009NS Intel Core i7-8750H/16GB/1TB+256GB SSD/GTX 1050/15.6""
",1245.0,13,4.6
"
MSI GS65 Stealth 8SE-037ES Intel Core i7-8750H/16GB/1TB SSD/RTX 2060/15.6""
",2385.0,8,4.9
"
Asus S510UA-BR427T Intel Core i7-8550U/8GB/256SSD/15.6""
",779.0,1,3.0
"
Dell XPS 9570 Intel Core i7-8750H/16GB/512GB SSD/GTX 1050/15.6""
",1899.0,1,5.0
"
Lenovo Miix 320 Intel Atom X5-Z8350/2GB/32GB/10.1"" Táctil
",249.0,17,3.2
"
Lenovo Yoga Book ZA15 Intel Atom x5-Z8550/4GB/64GB/10.1""
",499.0,8,4.1
"
Acer Nitro 5 AN515-52-76N6 Intel Core i7-8750H/8GB/1TB+128GB SSD/GF GTX1050/15.6""
",899.0,49,4.3
"
Asus GL504GM-ES327T Intel Core i7-8750H/16GB/512GB SSD/GTX1060/15.6""
",1599.0,1,5.0
"
Asus Rog Strix Scar II GL504GS-ES084T Intel Core i7-8750H/16GB/1TB + 256GB SSD/GTX1070/15.6""
",1899.0,4,4.8
"
Medion E3213-MD 61028 Intel Celeron N3350/4GB/64GB/13.3"" Táctil
",349.0,2,3.0
"
MSI GL73 8SE-007XES Intel Core i7-8750H/16GB/1TB+512GB SSD/RTX 2060/17.3""
",1699.0,45,4.1
"
MSI PS63 Modern 8SC-002ES Intel Core i7-8565U/32GB/1TB SSD/GTX 1650/15.6""
",1799.0,1,5.0
"
Asus GL502VY-FY131T i7-6700HQ/32GB/256GB SSD + 1TB/GTX980M/15.6"" Reacondicionado
",1702.0,3,4.7
"
Asus R510VX-DM205T i5-6300HQ/8GB/1TB/GTX950M/15.6"" Reacondicionado
",631.0,5,4.4
"
HP Omen X 15-DG0000NS Intel Core i7 9750H/32GB/1TB SSD/RTX 2070/15.6"" Táctil
",2999.0,1,5.0
"
Asus ROG Strix SCAR II Edition GL504GM-ES155 Intel Core i7-8750H/16GB/1TB+256GBSSD/GTX1060/15.6""
",1549.0,2,3.0
"
Asus TUF Gaming FX505DV-AL019 AMD Ryzen 7 3750H/16GB/1TB+256GB SSD/RTX 2060/15.6""
",1399.0,1,5.0
"
Dell Inspiron 5770 Intel Core i7-8550U/16GB/2TB+256GB SSD/Radeon 530/17.3""
",999.0,2,2.0
"
Lenovo Yoga 910-13IKB Intel Core i7-7500U/8GB/512GB SSD/13.9"" Táctil
",1479.0,19,4.1
"
Medion Akoya E4271 Intel Celeron N5000/4GB/128GB/14"" Táctil
",449.0,9,4.6
"
MSI GE63VR 7RE-093XES Raider Intel Core i7-7700HQ/16GB/1TB+256SSD/GTX1060/15.6""
",1449.0,53,4.4
"
MSI GE75 Raider 8SF-033XES Intel Core i7-8750H/16GB/512GB SSD + 1TB/RTX 2070/17.3""
",1899.0,14,4.6
"
Asus TUF Gaming FX504GM-EN480 Intel Core i7-8750H/8GB/128GB SSD + 1TB/GTX 1060/15.6""
",1199.0,46,3.7
"
Asus Rog Mothership GZ700GX-EV012T Intel Core i9-9980HK/32GB/1.5TB SSD/RTX2080/17.3""
",5999.0,3,4.3
"
MSI WT75 8SM-004ES Intel Core i7-8700 /32GB/1TB+256GB SSD/P3200/17.3""
",2549.0,1,3.0
"
Acer Predator Helios 300 PH317-52-78X3 Intel Core i7-8750H/16GB/1TB+256GB SSD/GF GTX1050Ti/17.3""
",1199.0,31,3.9
